total_energy
39478949.83103256
39974718.000861906
39412526.78345335
40882936.25956466
40965850.463393636
41474425.83900431
41591027.882438764
43483147.72930218
43213360.86866209
44422759.18168436
44789205.64491776
44686604.49006735
44699360.070991956
45602352.84141166
46629169.80652872
47010098.38049523
48213026.1696062
47994814.36982313
48482291.56197646
49937148.01183259
55726196.313049205
54717723.18544794
54572427.38084171
57221319.88380785
56265357.50027273
55735569.99390124
55525640.70516023
55110222.68014312
53826726.47784821
52784601.72880875
54929724.595407754
51570036.297128364
51273105.33852137
49918409.74256038
48898888.46982987
49831035.314594686
49525144.62557044
45931115.50073469
46122702.935290754
46549745.91615748
47231575.055280134
44488353.27622574
44936726.43258095
44577113.23218201
45250326.77058777
42278380.47069027
41515016.27744088
40937851.702729285
40821820.54919029
41127334.45184157
40827046.920826614
41847143.38303067
42026597.41165514
42016960.665318914
43054011.903726436
43694750.0076579
44173433.16283465
45359240.167843014
46087633.25036112
46438286.07501309
47627696.632755905
48438085.52024722
49036377.43514211
49445202.92699263
49897862.79577375
50698554.60791774
50495073.00811997
51001196.96635094
50887322.86838847
56213336.88519575
55577142.92720839
55768719.810604006
56086443.431438684
55932767.05803923
54457726.080366775
54452724.96853792
52537912.901907206
51380558.46724309
53808185.74074795
51372373.50384828
48288861.070148215
47639879.14456902
46429700.71916477
44299659.26912905
43239539.771501444
43169649.92917793
44512088.39238239
43946883.10787847
43111751.01173515
40361079.078511834
39587186.81757719
39917760.525356
40443789.48904705
39114318.702970296
40104956.19615255
38240733.523603685
37521212.41969178
37873853.3587006
37906850.32499513
38561003.994616605
38825471.35674541
39144727.00977773
40018042.795147076
41312922.63214572
41722323.876369216
42633356.29504319
44095312.80471752
45031622.686962
45674977.44935259
46603285.77741582
47941002.573849574
48403886.77451251
48951900.41841279
49869057.64648377
57309867.35204878
56893372.30255192
55936903.380084634
54962384.089410454
58471933.12926727
57062734.87040026
56050739.46061324
55161445.02078153
56647121.84524108
57210192.016217396
54868592.7311842
53094180.83632607
51800080.68236003
49907817.38836941
48675644.1772372
47892120.39984906
46407542.47178949
46179828.56015006
50054761.32717602
49837049.960970566
46363855.55423624
45845078.10735636
43775883.485193595
44572753.34118108
45851703.59512678
46104878.15572228
43119720.77898494
44627865.58877819
41094082.41882335
41481756.93450994
41499724.728393525
42065266.994877495
42419878.40103178
42816947.324672915
43428606.87995969
44091170.56493901
45010904.556294136
45648660.79284916
46760606.11670695
47413012.70526157
48049046.85585295
49190121.59159467
49586505.229885265
50436906.92272478
50973782.13676179
51563323.75921338
51722872.39038964
52143442.83772782
52267279.24015193
57517450.04551358
56784056.937777124
56942157.48200644
58041835.244242325
56672779.19822834
57575501.13203076
55775990.99049725
54856195.93902828
56879927.65648346
57511959.78143741
51621741.85376801
50869375.171706274
50114305.97737381
47573615.00240555
46157015.820766315
44993488.980513595
45887587.66090544
46858165.55535603
44666206.55733653
43069270.087429486
40264133.392961174
41390932.66342465
41206841.29818799
41863198.425016165
40415247.37479678
40183913.77619156
37741945.978201315
38006118.48528277
38062266.37221971
38569190.666187815
38976906.03786357
38957640.75107512
40126050.25950018
41031352.6052013
41650010.106899835
42619762.79590046
43616696.72943321
44651899.88512755
45372187.24740335
46524954.1798728
47738857.88770007
48778848.13836287
49133728.494232275
50184888.60545642
51089404.79324103
51507473.03183368
59689142.477245666
57912510.13329071
57941422.64894897
56819144.535326704
60132957.182907864
58153358.301971585
57972818.441785745
59087365.30473249
58517387.956832334
57080765.41370725
57511390.376256526
53941728.17015227
54049028.3652206
51144232.98370455
49471278.78291048
48732300.73782566
47574378.074821845
46880758.81802826
49456517.95738517
50097655.031497404
48089454.26158647
47336636.259822324
44073118.00137956
45268470.01866816
44991193.47172992
46028759.7848256
45956699.75362719
46102156.42498451
42704798.833076105
42872385.75191711
42850083.77273265
43421860.24842
43845219.201891296
44381911.72385202
44545251.74905879
45897076.437253214
46478360.70167647
47075603.60224139
48298947.045020916
49288255.198238485
50089009.87975106
50398638.43762174
51767796.8596262
52344720.08327395
52427105.90468708
53488299.4948357
53995473.36939833
53997967.08342503
53950836.34503795
60346788.49578579
58988010.158532195
58326703.39816918
59824284.31753207
59645158.00755091
58970899.1824577
57687687.832258046
59320242.82974488
59642345.91574256
53996838.96248925
53732784.02705916
51058675.56827267
49662059.80393525
47872073.15381104
46850066.25429142
45823782.44510936
45297034.47663872
47405052.98267223
46333623.60233584
45102725.63537748
43189789.89443597
41030730.699792184
42480262.742517024
41463491.699511014
41078191.35933559
38211793.781548545
38040564.97783187
38325725.13168263
38772960.34127662
39017742.91055166
39554746.23280379
40167876.33206696
40809994.983466536
41967901.171284765
42900576.82247255
43604084.96515782
45083819.49369065
46051657.351324245
46964366.00834546
48053872.3464742
49427569.288554996
50231912.031598456
51071448.179808766
