Angle
-29.743880080176098
-29.08241472292383
-28.427587562436532
-27.709485518013025
-26.821609855155415
-25.802195248227527
-24.977306875894318
-23.996088498008273
-22.99252179788033
-22.159786842829863
-21.191438979213252
-20.002230949909237
-18.648847881388807
-17.181653571199675
-15.648948627912109
-14.040182675103557
-11.945857516958021
-10.017225067692971
-7.934582896763654
-6.164957917694127
-3.985433470532198
-2.1960846519318293
-0.1254447587652957
1.7728759196056374
3.864541223239273
5.926752431128626
7.661534313868375
9.050663791881126
11.224617368521066
13.43228991085381
15.928509533679602
18.213635976063546
20.82693221612807
22.59161192368998
24.499085998956268
26.231035232952596
27.66034826390954
28.897477443247745
29.928933554200466
30.684094996956688
31.10402810822409
31.43827484627403
31.833836591703296
31.932022695727987
32.183219455251624
32.49817646637724
32.3584727439782
31.99435446700919
31.83258870547252
31.18341494296476
30.71309036220734
29.880361047945375
29.217107038177776
28.298790332717473
27.201049979315577
26.031052878889692
24.93060814461259
23.580845074384627
22.131364907871127
20.640781574732095
19.149856361202247
17.42836379402086
15.80749461436892
14.073444263304904
12.507714952298057
10.791627918029597
8.967369822335431
7.090222413331543
4.8575983798970075
2.5898730080215184
0.20083345889884158
-2.389693787722839
-4.623194496880799
-7.198653120781967
-9.906769471494556
-12.563906772438031
-14.293222214489504
-15.629704617283561
-17.54685276353146
-19.47453882809526
-20.27514860653793
-20.637732210283318
-22.01439111516888
-22.913492526506744
-23.380262090592634
-24.344275267711748
-24.830172842255678
-25.527508306616053
-26.176416872211835
-26.731855123873128
-26.951756152489047
-26.698221506738733
-26.680741766519503
-26.46921848143736
-26.234497418285034
-25.69073668676681
-25.151465339553102
-24.365003633816684
-23.412082785045275
-22.573515734201656
-21.41330740509655
-20.362769356968617
-19.002639301385322
-17.641559315024782
-16.220012058429734
-14.737014053780609
-12.868476096039917
-10.793332586260924
-8.977601554012715
-7.219461001915478
-5.3357976776781895
-3.621754251239359
-1.71782372988308
0.13110389365277414
2.112406441307133
3.606615824340006
4.889801424475984
6.969963410771478
9.31848364688639
11.714862595431025
13.59118941877167
15.64401083130911
17.446332537130296
19.29391589176082
21.52647893936196
23.942243482835043
25.690965138796297
27.079371717239958
28.231110824465905
29.394120426123155
30.364646901901647
30.76946722650352
31.13942716467088
31.218830985768857
31.31527787866169
31.28877347740184
31.37906295275238
31.380268254613807
30.984620021335832
30.634630755555925
30.108512833336793
29.42914862329267
28.665301192991414
27.83818596850834
26.82946022152333
25.687057570504873
24.610548170505936
23.325217447246917
22.00656003602299
20.59912146042878
19.130216326836067
17.570820540277527
16.007113664695897
14.285723214012064
12.832627946010092
11.10105455477473
9.562113147713564
7.287229057016375
5.272182252641532
2.9945895404841907
0.5312849429147607
-1.7873705489475966
-4.371727666226699
-6.977528207760638
-9.85179274702758
-12.097411729981484
-13.561210309547759
-15.657310356173918
-17.211921700358833
-18.97238526643599
-19.576767598911594
-19.988354785993504
-20.946558059225506
-22.216894254684806
-22.771039075245653
-23.469804936784914
-24.202066613242298
-24.692751053406177
-25.479726139229616
-25.977688192485395
-26.256911990134473
-26.066878490765433
-26.245460895818407
-25.937082026152822
-25.62733296342649
-25.02917221126188
-24.68704652543702
-23.919886645219794
-23.038596537091532
-22.145337788704374
-21.004290328591154
-20.01408273779914
-18.765252694740056
-17.458461678591494
-16.036956419783504
-14.700237930338751
-12.817311627650882
-10.908072388276633
-9.141368703209736
-7.389732161318703
-5.586406568075555
-3.9036268313482796
-2.054092438209965
-0.3269458780424101
1.4092035611831584
2.930770713724947
4.421031889248339
6.815542168070918
9.37163402417978
11.518141396310984
13.48030695084465
15.066432366847552
16.74689688099471
18.398070901487447
20.3060135528543
22.692311637068915
24.53579306917833
26.067097398915784
27.368355241095056
28.249835008246702
29.280109396351122
29.72220769998376
30.14995220404252
30.19262268252315
30.358258719110275
30.62503390574335
30.538769469697694
30.256170973841044
30.095434436107254
29.663993958104204
29.224598629121637
28.65499612399843
27.812338414975503
27.13065098549533
26.22045637044186
25.219210302084058
24.058176024101112
22.873671009201647
21.635871375482015
20.172436394753397
18.806131682464695
17.34756290653817
15.740558007195455
14.177058452041544
12.795933499541407
11.160019014163924
9.39184741117456
7.54004800172249
5.360187138706573
3.1517672294578607
0.7477366962143841
-1.5454730506079442
-4.102089152861611
-6.95794935416893
-9.418983347522731
-10.708814139326543
-12.317875797321795
-14.284595875138043
-16.324280969987058
-18.08072933579311
-19.064135989260567
-19.56101916179798
-20.119200979573847
-21.150100631847938
-22.061481596335735
-22.817147754369632
-23.36036063008377
-23.888318072917883
-24.61740698286609
-25.104768291185458
-25.291308032023473
